   1.00000,   -2.87805,    0.10132,    1.00000,   -0.00132 
   2.00000,   -2.87489,    0.10048,    0.50000,    0.00168 
   3.00000,   -2.87535,    0.10055,    0.33333,   -0.00022 
   4.00000,   -2.87547,    0.10337,    0.25000,   -0.01125 
   5.00000,   -2.87961,    0.10365,    0.20000,   -0.00143 
   6.00000,   -2.87897,    0.10371,    0.16667,   -0.00032 
   7.00000,   -2.87678,    0.10377,    0.14286,   -0.00045 
   8.00000,   -2.87639,    0.10256,    0.12500,    0.00963 
   9.00000,   -2.87764,    0.10211,    0.11111,    0.00405 
  10.00000,   -2.87979,    0.10230,    0.10000,   -0.00182 
