   1.00000,   -2.87691,    0.09953,    1.00000,    0.00047 
   2.00000,   -2.87754,    0.10299,    0.50000,   -0.00692 
   3.00000,   -2.87606,    0.10427,    0.33333,   -0.00383 
   4.00000,   -2.87695,    0.10661,    0.25000,   -0.00937 
   5.00000,   -2.87906,    0.10804,    0.20000,   -0.00714 
   6.00000,   -2.87741,    0.10817,    0.16667,   -0.00080 
   7.00000,   -2.88011,    0.10788,    0.14286,    0.00202 
   8.00000,   -2.87957,    0.10828,    0.12500,   -0.00314 
   9.00000,   -2.87695,    0.10664,    0.11111,    0.01472 
  10.00000,   -2.87771,    0.10617,    0.10000,    0.00470 
  11.00000,   -2.87620,    0.10603,    0.09091,    0.00160 
  12.00000,   -2.87503,    0.10584,    0.08333,    0.00221 
  13.00000,   -2.87633,    0.10570,    0.07692,    0.00188 
  14.00000,   -2.87874,    0.10590,    0.07143,   -0.00282 
  15.00000,   -2.87665,    0.10602,    0.06667,   -0.00187 
  16.00000,   -2.87654,    0.10596,    0.06250,    0.00104 
  17.00000,   -2.87893,    0.10614,    0.05882,   -0.00312 
  18.00000,   -2.87515,    0.10633,    0.05556,   -0.00343 
  19.00000,   -2.87714,    0.10613,    0.05263,    0.00387 
  20.00000,   -2.87664,    0.10552,    0.05000,    0.01215 
  21.00000,   -2.87808,    0.10513,    0.04762,    0.00816 
  22.00000,   -2.87558,    0.10530,    0.04545,   -0.00377 
  23.00000,   -2.87937,    0.10556,    0.04348,   -0.00588 
  24.00000,   -2.87891,    0.10524,    0.04167,    0.00761 
  25.00000,   -2.87671,    0.10534,    0.04000,   -0.00254 
  26.00000,   -2.87703,    0.10561,    0.03846,   -0.00682 
  27.00000,   -2.87890,    0.10549,    0.03704,    0.00318 
  28.00000,   -2.87647,    0.10587,    0.03571,   -0.01083 
  29.00000,   -2.87587,    0.10586,    0.03448,    0.00056 
  30.00000,   -2.87594,    0.10598,    0.03333,   -0.00360 
  31.00000,   -2.87807,    0.10594,    0.03226,    0.00096 
  32.00000,   -2.87598,    0.10569,    0.03125,    0.00809 
  33.00000,   -2.87791,    0.10551,    0.03030,    0.00596 
  34.00000,   -2.87721,    0.10513,    0.02941,    0.01292 
  35.00000,   -2.87663,    0.10524,    0.02857,   -0.00396 
  36.00000,   -2.87708,    0.10510,    0.02778,    0.00517 
  37.00000,   -2.87854,    0.10511,    0.02703,   -0.00043 
  38.00000,   -2.87573,    0.10517,    0.02632,   -0.00226 
  39.00000,   -2.87731,    0.10511,    0.02564,    0.00239 
  40.00000,   -2.87754,    0.10522,    0.02500,   -0.00456 
  41.00000,   -2.87830,    0.10508,    0.02439,    0.00578 
  42.00000,   -2.87845,    0.10520,    0.02381,   -0.00497 
  43.00000,   -2.87828,    0.10526,    0.02326,   -0.00236 
  44.00000,   -2.87774,    0.10523,    0.02273,    0.00108 
  45.00000,   -2.87870,    0.10507,    0.02222,    0.00738 
  46.00000,   -2.87724,    0.10517,    0.02174,   -0.00453 
  47.00000,   -2.87556,    0.10508,    0.02128,    0.00398 
  48.00000,   -2.87716,    0.10496,    0.02083,    0.00585 
  49.00000,   -2.87880,    0.10488,    0.02041,    0.00402 
  50.00000,   -2.87848,    0.10484,    0.02000,    0.00184 
