time, signal
2.607137e-03,6.600000e+00
2.645350e-03,6.640000e+00
2.685256e-03,6.680000e+00
2.727001e-03,6.720000e+00
2.770641e-03,6.760000e+00
2.816279e-03,6.800000e+00
2.864071e-03,6.840000e+00
2.914000e-03,6.880000e+00
2.966303e-03,6.920000e+00
3.020973e-03,6.960000e+00
3.078295e-03,7.000000e+00
3.138260e-03,7.040000e+00
3.201182e-03,7.080000e+00
3.267016e-03,7.120000e+00
3.336073e-03,7.160000e+00
3.408492e-03,7.200000e+00
3.484602e-03,7.240000e+00
3.564476e-03,7.280000e+00
3.648338e-03,7.320000e+00
3.736554e-03,7.360000e+00
3.829312e-03,7.400000e+00
3.926931e-03,7.440000e+00
4.029840e-03,7.480000e+00
4.138256e-03,7.520000e+00
4.252614e-03,7.560000e+00
4.373387e-03,7.600000e+00
4.500931e-03,7.640000e+00
4.635869e-03,7.680000e+00
4.778748e-03,7.720000e+00
4.930126e-03,7.760000e+00
5.090639e-03,7.800000e+00
5.261201e-03,7.840000e+00
5.442401e-03,7.880000e+00
5.635390e-03,7.920000e+00
5.841081e-03,7.960000e+00
6.060614e-03,8.000000e+00
6.295233e-03,8.040000e+00
6.546372e-03,8.080000e+00
6.815686e-03,8.120000e+00
7.104814e-03,8.160000e+00
7.415842e-03,8.200000e+00
7.751178e-03,8.240000e+00
8.113393e-03,8.280000e+00
8.505370e-03,8.320000e+00
8.930573e-03,8.360000e+00
9.393024e-03,8.400000e+00
9.897169e-03,8.440000e+00
1.044823e-02,8.480000e+00
1.105245e-02,8.520000e+00
1.171701e-02,8.560000e+00
1.245045e-02,8.600000e+00
1.326294e-02,8.640000e+00
1.416651e-02,8.680000e+00
1.517585e-02,8.720000e+00
1.630854e-02,8.760000e+00
1.758604e-02,8.800000e+00
1.903547e-02,8.840000e+00
2.069001e-02,8.880000e+00
2.259198e-02,8.920000e+00
2.479649e-02,8.960000e+00
6.274516e+01,9.000000e+00
3.039445e-02,9.040000e+00
3.401579e-02,9.080000e+00
3.838736e-02,9.120000e+00
4.374368e-02,9.160000e+00
5.041860e-02,9.200000e+00
5.890451e-02,9.240000e+00
6.995255e-02,9.280000e+00
8.476072e-02,9.320000e+00
1.053337e-01,9.360000e+00
1.352524e-01,9.400000e+00
1.814488e-01,9.440000e+00
2.588766e-01,9.480000e+00
4.050601e-01,9.520000e+00
7.385879e-01,9.560000e+00
1.821297e+00,9.600000e+00
1.095807e+01,9.640000e+00
4.222093e+01,9.680000e+00
2.547738e+00,9.720000e+00
8.076883e-01,9.760000e+00
3.882803e-01,9.800000e+00
2.294745e-01,9.840000e+00
1.556812e-01,9.880000e+00
1.183568e-01,9.920000e+00
1.002885e-01,9.960000e+00
