   0.01872,    0.03727,    0.05549,    0.07320,    0.09025,    0.10648,    0.12174,    0.13591,    0.14884,    0.16043,    0.17056,    0.17915,    0.18611,    0.19139,    0.19494,    0.19672,    0.19672,    0.19494,    0.19139,    0.18611,    0.17915,    0.17056,    0.16043,    0.14884,    0.13591,    0.12174,    0.10648,    0.09025,    0.07320,    0.05549,    0.03727,    0.01872, 
  -0.16457,   -0.32796,   -0.48896,   -0.64641,   -0.79914,   -0.94599,   -1.08582,   -1.21755,   -1.34007,   -1.45234,   -1.55336,   -1.64215,   -1.71780,   -1.77945,   -1.82631,   -1.85766,   -1.87288,   -1.87144,   -1.85293,   -1.81708,   -1.76378,   -1.69307,   -1.60522,   -1.50066,   -1.38010,   -1.24445,   -1.09489,   -0.93284,   -0.75994,   -0.57808,   -0.38931,   -0.19584, 
   0.42935,    0.85181,    1.26079,    1.65021,    2.01473,    2.34987,    2.65209,    2.91877,    3.14819,    3.33941,    3.49218,    3.60684,    3.68418,    3.72536,    3.73180,    3.70513,    3.64712,    3.55961,    3.44451,    3.30376,    3.13929,    2.95303,    2.74691,    2.52281,    2.28262,    2.02818,    1.76133,    1.48389,    1.19763,    0.90436,    0.60582,    0.30379, 
  -0.42256,   -0.84315,   -1.25977,   -1.67044,   -2.07310,   -2.46568,   -2.84607,   -3.21206,   -3.56140,   -3.89173,   -4.20058,   -4.48540,   -4.74348,   -4.97198,   -5.16791,   -5.32810,   -5.44927,   -5.52794,   -5.56052,   -5.54337,   -5.47281,   -5.34526,   -5.15742,   -4.90647,   -4.59033,   -4.20803,   -3.76010,   -3.24899,   -2.67946,   -2.05879,   -1.39687,   -0.70593, 
   1.02656,    2.02464,    2.96847,    3.83706,    4.61535,    5.29431,    5.87021,    6.34351,    6.71763,    6.99784,    7.19046,    7.30225,    7.34002,    7.31038,    7.21960,    7.07351,    6.87749,    6.63647,    6.35496,    6.03707,    5.68659,    5.30699,    4.90148,    4.47305,    4.02447,    3.55835,    3.07718,    2.58331,    2.07898,    1.56640,    1.04766,    0.52484, 
  -0.61373,   -1.22545,   -1.83317,   -2.43481,   -3.02828,   -3.61140,   -4.18190,   -4.73738,   -5.27532,   -5.79298,   -6.28743,   -6.75548,   -7.19363,   -7.59800,   -7.96431,   -8.28774,   -8.56289,   -8.78362,   -8.94298,   -9.03309,   -9.04511,   -8.96928,   -8.79501,   -8.51104,   -8.10577,   -7.56788,   -6.88747,   -6.05794,   -5.07861,   -3.95769,   -2.71475,   -1.38147, 
   1.74170,    3.41203,    4.95028,    6.31370,    7.47956,    8.44262,    9.21008,    9.79612,   10.21785,   10.49276,   10.63768,   10.66832,   10.59914,   10.44319,   10.21199,    9.91548,    9.56208,    9.15888,    8.71193,    8.22646,    7.70707,    7.15786,    6.58250,    5.98429,    5.36622,    4.73104,    4.08124,    3.41920,    2.74713,    2.06716,    1.38133,    0.69163, 
  -0.76046,   -1.51908,   -2.27399,   -3.02330,   -3.76504,   -4.49718,   -5.21758,   -5.92399,   -6.61394,   -7.28473,   -7.93332,   -8.55631,   -9.14991,   -9.70988,  -10.23149,  -10.70935,  -11.13705,  -11.50666,  -11.80829,  -12.02963,  -12.15584,  -12.16977,  -12.05237,  -11.78311,  -11.34027,  -10.70127,   -9.84380,   -8.74877,   -7.40559,   -5.81937,   -4.01751,   -2.05274, 
   2.24053,    4.40016,    6.40406,    8.19098,    9.72020,   10.97408,   11.95495,   12.67874,   13.16865,   13.45109,   13.55342,   13.50272,   13.32460,   13.04198,   12.67416,   12.23643,   11.74031,   11.19434,   10.60503,    9.97768,    9.31698,    8.62723,    7.91242,    7.17611,    6.42145,    5.65117,    4.86763,    4.07297,    3.26917,    2.45814,    1.64173,    0.82175, 
  -0.87673,   -1.75170,   -2.62315,   -3.48937,   -4.34865,   -5.19931,   -6.03958,   -6.86750,   -7.68074,   -8.47647,   -9.25129,  -10.00127,  -10.72217,  -11.40959,  -12.05903,  -12.66552,  -13.22275,  -13.72172,  -14.14915,  -14.48605,  -14.70715,  -14.78129,  -14.67304,  -14.34538,  -13.76300,  -12.89664,  -11.72873,  -10.26070,   -8.51928,   -6.55688,   -4.44140,   -2.23888, 
   2.03033,    4.10039,    6.21006,    8.30186,   10.27497,   12.02067,   13.45642,   14.54234,   15.27917,   15.69670,   15.84089,   15.76322,   15.51300,   15.13261,   14.65512,   14.10399,   13.49451,   12.83602,   12.13445,   11.39426,   10.61975,    9.81545,    8.98610,    8.13615,    7.26948,    6.38921,    5.49767,    4.59663,    3.68754,    2.77181,    1.85087,    0.92635, 
  -0.97125,   -1.94056,   -2.90613,   -3.86649,   -4.82048,   -5.76715,   -6.70536,   -7.63354,   -8.54926,   -9.44898,  -10.32809,  -11.18131,  -12.00324,  -12.78897,  -13.53432,  -14.23528,  -14.88629,  -15.47745,  -15.99100,  -16.39786,  -16.65513,  -16.70592,  -16.48277,  -15.91618,  -14.94976,  -13.56175,  -11.78800,   -9.73369,   -7.55802,   -5.42740,   -3.45636,   -1.66895, 
   1.25875,    2.68583,    4.40239,    6.43837,    8.70681,   11.01907,   13.14640,   14.89828,   16.17355,   16.96455,   17.32860,   17.35212,   17.12330,   16.71678,   16.18790,   15.57314,   14.89387,   14.16122,   13.38087,   12.55676,   11.69331,   10.79610,    9.87150,    8.92588,    7.96481,    6.99243,    6.01138,    5.02308,    4.02829,    3.02755,    2.02163,    1.01185, 
  -1.04838,   -2.09463,   -3.13703,   -4.17453,   -5.20666,   -6.23330,   -7.25407,   -8.26758,   -9.27081,  -10.25885,  -11.22503,  -12.16159,  -13.06079,  -13.91591,  -14.72169,  -15.47338,  -16.16403,  -16.77970,  -17.29325,  -17.65791,  -17.80274,  -17.63345,  -17.04386,  -15.94343,  -14.30080,  -12.18835,   -9.79535,   -7.38331,   -5.19779,   -3.38925,   -1.98409,   -0.90322, 
   0.66700,    1.48916,    2.60405,    4.11013,    6.03799,    8.31837,   10.76790,   13.12268,   15.12263,   16.59996,   17.51483,   17.92858,   17.94986,   17.68944,   17.23643,   16.65190,   15.97239,   15.21742,   14.39738,   13.51934,   12.59041,   11.61912,   10.61512,    9.58783,    8.54523,    7.49318,    6.43526,    5.37294,    4.30636,    3.23530,    2.15994,    1.08101, 
  -1.10983,   -2.21790,   -3.32300,   -4.42470,   -5.52324,   -6.61905,   -7.71199,   -8.80030,   -9.87973,  -10.94323,  -11.98118,  -12.98211,  -13.93392,  -14.82516,  -15.64516,  -16.38219,  -17.01911,  -17.52626,  -17.85267,  -17.91932,  -17.62125,  -16.84751,  -15.52505,  -13.67618,  -11.45199,   -9.09939,   -6.86992,   -4.93632,   -3.36896,   -2.16005,   -1.25489,   -0.56960, 
   0.59961,    1.26844,    2.06565,    3.03946,    4.23595,    5.70459,    7.47934,    9.52964,   11.71431,   13.79506,   15.52571,   16.75339,   17.45477,   17.70015,   17.59376,   17.23117,   16.68267,   15.99399,   15.19394,   14.30255,   13.33663,   12.31220,   11.24469,   10.14820,    9.03447,    7.91203,    6.78596,    5.65860,    4.53037,    3.40066,    2.26886,    1.13503, 
  -1.15684,   -2.31319,   -3.46879,   -4.62406,   -5.77990,   -6.93687,   -8.09412,   -9.24851,  -10.39365,  -11.51915,  -12.61063,  -13.65036,  -14.61794,  -15.49034,  -16.24085,  -16.83583,  -17.22833,  -17.35110,  -17.11527,  -16.42551,  -15.22171,  -13.53985,  -11.54991,   -9.51538,   -7.67937,   -6.16309,   -4.95179,   -3.95494,   -3.07783,   -2.26093,   -1.48106,   -0.73099, 
