   0.18720,    0.37271,    0.55484,    0.73194,    0.90242,    1.06472,    1.21739,    1.35902,    1.48835,    1.60421,    1.70553,    1.79141,    1.86106,    1.91386,    1.94933,    1.96714,    1.96714,    1.94933,    1.91386,    1.86106,    1.79141,    1.70553,    1.60421,    1.48835,    1.35902,    1.21739,    1.06472,    0.90242,    0.73194,    0.55484,    0.37271,    0.18720, 
  -0.09494,   -0.18976,   -0.28433,   -0.37853,   -0.47225,   -0.56531,   -0.65766,   -0.74902,   -0.83943,   -0.92852,   -1.01622,   -1.10253,   -1.18660,   -1.26925,   -1.34937,   -1.42622,   -1.50202,   -1.57303,   -1.63917,   -1.70581,   -1.76426,   -1.81194,   -1.86520,   -1.91151,   -1.92273,   -1.93846,   -1.99530,   -1.96158,   -1.79640,   -1.84009,   -1.97001,   -1.27902, 
   2.99520,    1.89434,    0.52754,    0.48045,    1.54577,    2.88121,    1.79678,    0.52146,    0.54061,    1.73598,    2.31639,    1.01156,    0.40209,    0.97238,    1.68901,    1.34237,    0.64944,    0.49904,    1.04133,    1.23464,    0.60626,    0.42050,    0.64117,    0.77168,    0.51887,    0.28245,    0.43605,    0.33866,    0.22239,    0.22037,    0.17884,   -0.04450, 
   0.76834,    0.64396,   -0.33452,   -0.95212,   -0.85429,    0.08199,    0.56849,    0.18934,   -0.59470,   -1.41704,   -0.91610,    0.08044,    0.36314,   -0.11203,   -1.05776,   -1.83580,   -1.01026,    0.01283,    0.16626,   -0.33096,   -1.41167,   -2.14105,   -1.28021,   -0.31334,    0.00445,   -0.19160,   -1.31349,   -2.56935,   -1.35700,    1.33889,    2.92699,    1.64207, 
   1.11316,    2.19225,    1.97427,   -0.00120,   -1.63535,   -2.47755,   -1.90761,   -0.58182,    0.69595,    2.06492,    1.94019,    0.40751,   -0.14483,   -0.21337,   -0.20562,    0.27977,    1.41710,    1.84524,    0.59156,   -0.41313,   -0.45563,   -0.11786,    0.20003,    0.86542,    1.37180,    0.45310,   -0.66088,   -0.65365,    0.00210,    0.12205,    0.63050,    1.01813, 
   0.43790,    1.12452,    1.28676,    0.15879,   -1.12122,   -1.60306,   -1.04442,   -0.35344,    0.17571,    0.71168,    1.19493,    0.30971,   -0.76234,   -1.60432,   -1.75092,   -0.97974,   -0.35309,    0.47190,    0.89735,    0.68761,    0.43594,    0.87338,    1.42025,   -0.21895,   -0.92812,   -0.60154,   -0.41632,    0.15978,    0.60512,    0.62741,    0.63022,    0.20736, 
  -1.21706,   -2.18741,   -1.98751,   -1.29659,   -0.55174,    0.28097,    1.13188,    1.47876,    1.36466,    1.05533,    0.49293,   -0.64636,   -1.98622,   -2.99501,   -1.77333,   -0.18171,    0.09084,    0.56967,    0.69191,    0.54271,    0.49500,    0.31652,    0.12491,   -0.15945,   -0.20680,   -0.34267,   -0.13906,    0.22995,    0.53399,    0.56523,    0.44432,    0.02940, 
  -0.54971,   -0.91692,   -1.53567,   -1.44036,   -0.55733,    0.07264,    0.68877,    1.37829,    1.10876,    0.54584,    0.28107,    0.03482,    0.39870,    1.42500,    1.03578,   -0.30312,   -0.78402,   -0.93398,   -0.23684,    0.45707,    0.91609,    0.94809,    0.75313,    0.40321,   -0.73901,   -0.34874,    0.78366,    0.82976,   -0.08160,   -0.74094,   -0.80414,   -0.47676, 
   0.05626,   -0.25882,    0.03689,    1.45386,    1.39408,    0.21441,   -0.33451,   -0.79031,   -1.56595,   -2.06711,   -0.96354,    0.41269,    0.41966,    0.07232,    0.13821,    0.50638,    0.89826,    0.89181,    0.07256,   -0.51416,   -0.61434,   -0.91052,   -2.08647,   -2.49608,   -1.29988,   -0.42522,   -0.21979,    0.20948,    0.32818,    0.89603,    1.61413,    1.33945, 
  -0.86082,   -0.69781,    0.22060,    0.93996,    2.15606,    2.67113,    1.70817,    0.50103,    0.21916,   -0.37796,   -0.56802,   -0.59159,   -0.93819,   -0.62806,   -0.01121,   -0.01676,   -0.63547,   -0.38971,    0.42180,    1.80286,    2.22199,    1.96329,    1.13713,    0.51877,   -0.12639,   -0.22357,   -0.59954,   -1.35353,   -1.72077,   -1.70947,   -0.62451,    0.10105, 
