  32.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000, 
  24.93188,    3.90720,    1.32942,    0.62084,    0.34553,    0.21535,    0.14545,    0.10442,    0.07867,    0.06164,    0.04987,    0.04137,    0.03495,    0.02982,    0.02543,    0.02138,    0.01744,    0.01352,    0.00977,    0.00649,    0.00400,    0.00238,    0.00146,    0.00092,    0.00056,    0.00033,    0.00020,    0.00012,    0.00007,    0.00003,    0.00001,    0.00000, 
  12.48161,    2.47700,    1.10045,    0.67564,    0.48519,    0.38530,    0.35788,    0.38846,    0.46277,    0.59877,    0.88239,    1.49625,    2.69740,    3.74412,    2.53560,    0.50266,    0.00412,    0.05909,    0.00778,    0.08954,    0.04999,    0.02700,    0.01309,    0.05060,    0.05948,    0.03648,    0.02879,    0.03335,    0.02145,    0.00177,    0.00019,    0.00051, 
   5.22414,    1.31962,    0.61315,    0.45027,    0.41491,    0.51339,    0.69210,    1.17462,    2.31299,    5.26572,   10.09774,    2.13013,    0.28273,    0.05526,    0.13133,    0.14001,    0.07106,    0.19941,    0.12591,    0.15479,    0.23989,    0.08951,    0.02305,    0.01806,    0.01182,    0.01185,    0.01551,    0.00430,    0.00901,    0.00057,    0.00526,    0.00475, 
   3.03664,    0.79953,    0.51887,    0.39801,    0.39861,    0.82168,    2.28117,    6.42702,   13.18197,    1.29547,    0.01647,    0.03542,    0.03500,    0.12266,    0.35501,    0.44180,    0.71885,    0.56031,    0.24845,    0.01408,    0.00525,    0.04206,    0.03130,    0.02209,    0.00425,    0.06357,    0.01624,    0.00890,    0.00294,    0.00446,    0.00467,    0.00126, 
   2.15128,    0.66047,    0.39020,    0.40764,    0.64818,    3.21073,   13.75671,    3.02174,    0.88890,    0.23645,    0.37624,    0.48783,    0.60464,    0.71874,    0.81976,    0.43146,    0.23520,    0.12571,    0.16718,    0.11661,    0.11050,    0.04761,    0.06537,    0.01998,    0.01850,    0.04424,    0.00717,    0.01712,    0.00185,    0.00884,    0.00431,    0.00539, 
   1.47301,    0.52803,    0.38883,    0.51798,    2.95651,   20.44112,    1.53368,    0.45800,    0.24291,    0.33645,    0.96815,    0.17333,    1.05753,    0.22790,    0.16564,    0.24951,    0.09385,    0.08578,    0.04474,    0.01342,    0.00642,    0.07411,    0.00167,    0.00585,    0.00747,    0.02167,    0.00574,    0.02737,    0.00238,    0.00618,    0.00510,    0.01048, 
   1.20175,    0.40488,    0.35315,    0.65369,   11.58844,    5.16134,    0.90549,    0.74531,    1.41266,    4.36670,    1.63822,    0.01520,    0.03394,    0.01009,    0.83982,    0.30063,    0.04390,    0.02055,    0.01039,    0.08492,    0.07520,    0.10801,    0.03243,    0.00431,    0.01101,    0.04903,    0.01255,    0.01001,    0.00128,    0.00718,    0.00453,    0.00073, 
   1.01639,    0.41522,    0.51935,    1.49781,   12.10095,    0.27691,    0.11520,    0.52725,    8.04839,    2.98711,    0.37884,    0.38967,    0.47927,    1.31992,    0.40147,    0.15254,    0.18667,    0.11223,    0.54422,    0.00701,    0.00281,    0.09158,    0.04586,    0.03618,    0.01435,    0.03241,    0.00205,    0.00724,    0.00342,    0.04160,    0.00180,    0.00182, 
   0.82527,    0.35779,    0.55601,   16.88515,    2.92742,    0.66127,    1.31943,    2.67588,    2.41681,    0.02456,    0.04008,    1.27380,    0.42858,    0.08791,    0.16588,    0.11845,    0.76538,    0.18605,    0.04744,    0.08900,    0.06312,    0.10932,    0.03709,    0.00706,    0.00717,    0.01202,    0.01120,    0.01744,    0.02180,    0.01779,    0.01291,    0.00590, 
   0.70144,    0.37228,    1.07613,   12.82680,    0.04042,    0.04592,    0.88638,    5.27235,    0.48581,    0.38614,    3.88945,    0.87018,    0.33154,    1.37850,    0.67698,    0.06198,    0.38648,    0.12602,    0.21215,    0.01754,    0.01772,    0.12770,    0.13090,    0.02044,    0.01480,    0.07488,    0.00164,    0.00101,    0.00271,    0.08822,    0.01184,    0.00811, 
   0.56187,    0.33290,    0.05166,    4.24822,    0.68912,    1.54898,   14.03479,    0.04121,    0.06912,    3.33146,    2.32317,    0.16365,    0.15527,    1.14149,    0.23478,    0.00899,    0.61240,    0.73361,    0.01043,    0.01084,    0.10527,    0.01220,    0.07268,    0.00514,    0.06346,    0.04467,    0.00114,    0.00347,    0.00569,    0.11497,    0.00264,    0.01554, 
