   1.00000,   -2.87727,    0.16289,    1.00000,   -0.06289 
   2.00000,   -2.84867,    0.16234,    0.50000,    0.00110 
   3.00000,   -2.85066,    0.15543,    0.33333,    0.02073 
   4.00000,   -2.88444,    0.21315,    0.25000,   -0.23088 
   5.00000,   -2.86759,    0.17723,    0.20000,    0.17957 
   6.00000,   -2.89749,    0.18961,    0.16667,   -0.07428 
   7.00000,   -2.85578,    0.22005,    0.14286,   -0.21305 
   8.00000,   -2.86498,    0.21171,    0.12500,    0.06674 
   9.00000,   -2.88442,    0.20222,    0.11111,    0.08536 
  10.00000,   -2.87541,    0.20872,    0.10000,   -0.06502 
  11.00000,   -2.82344,    0.21128,    0.09091,   -0.02809 
  12.00000,   -2.86845,    0.21941,    0.08333,   -0.09759 
  13.00000,   -2.85729,    0.21328,    0.07692,    0.07972 
  14.00000,   -2.83689,    0.20580,    0.07143,    0.10469 
  15.00000,   -2.81035,    0.19425,    0.06667,    0.17321 
  16.00000,   -2.90011,    0.20044,    0.06250,   -0.09892 
  17.00000,   -2.86081,    0.20748,    0.05882,   -0.11971 
  18.00000,   -2.85875,    0.20363,    0.05556,    0.06930 
  19.00000,   -2.86620,    0.21169,    0.05263,   -0.15317 
  20.00000,   -2.88443,    0.20742,    0.05000,    0.08537 
  21.00000,   -2.85876,    0.20412,    0.04762,    0.06935 
  22.00000,   -2.90250,    0.21460,    0.04545,   -0.23056 
  23.00000,   -2.86497,    0.22041,    0.04348,   -0.13372 
  24.00000,   -2.85729,    0.22350,    0.04167,   -0.07406 
  25.00000,   -2.85485,    0.21758,    0.04000,    0.14793 
  26.00000,   -2.86515,    0.21695,    0.03846,    0.01644 
  27.00000,   -2.84739,    0.21740,    0.03704,   -0.01206 
  28.00000,   -2.86515,    0.21680,    0.03571,    0.01659 
  29.00000,   -2.85937,    0.21355,    0.03448,    0.09444 
