   0.01000,   16.36005,  -12.99442,    0.41382,  -12.58060,  800.37041,   19.45000,    1.00000,    1.00000,    0.00000, 
   0.02000,   16.36005,  -12.98683,    0.40693,  -12.57990,  787.03718,   21.45947,    1.00000,    1.00000,    0.00000, 
   0.03000,   16.36005,  -12.97564,    0.39606,  -12.57958,  766.01634,   25.52551,    1.00000,    1.00000,    0.00000, 
   0.04000,   16.36005,  -12.96810,    0.38882,  -12.57928,  752.00683,   29.31316,    1.00000,    1.00000,    0.00000, 
   0.05000,   16.36005,  -12.96963,    0.38996,  -12.57967,  754.22593,   23.50963,    1.00000,    1.00000,    0.00000, 
   0.06000,   16.36005,  -12.97504,    0.39495,  -12.58009,  763.86162,   14.94402,    1.00000,    1.00000,    0.00000, 
   0.07000,   16.36005,  -12.97820,    0.39868,  -12.57952,  771.08573,   18.91333,    1.00000,    1.00000,    0.00000, 
   0.08000,   16.36005,  -12.98490,    0.40526,  -12.57964,  783.80745,   19.82205,    1.00000,    1.00000,    0.00000, 
   0.09000,   16.36005,  -12.99443,    0.41474,  -12.57969,  802.14731,    9.58846,    1.00000,    1.00000,    0.00000, 
   0.10000,   16.36005,  -13.00455,    0.42416,  -12.58039,  820.36550,    2.34408,    1.00000,    1.00000,    0.00000, 
   0.11000,   16.36005,  -13.00719,    0.42616,  -12.58102,  824.23677,    4.53584,    1.00000,    1.00000,    0.00000, 
   0.12000,   16.36005,  -12.99464,    0.41453,  -12.58011,  801.74357,   17.55497,    1.00000,    1.00000,    0.00000, 
   0.13000,   16.36005,  -12.98079,    0.40157,  -12.57922,  776.67453,   36.21439,    1.00000,    1.00000,    0.00000, 
   0.14000,   16.36005,  -12.98046,    0.40044,  -12.58002,  774.48637,   44.16445,    1.00000,    1.00000,    0.00000, 
   0.15000,   16.36005,  -12.98319,    0.40160,  -12.58159,  776.72823,   31.30241,    1.00000,    1.00000,    0.00000, 
   0.16000,   16.36005,  -12.97287,    0.39288,  -12.57999,  759.86621,   28.80747,    1.00000,    1.00000,    0.00000, 
   0.17000,   16.36005,  -12.96956,    0.39105,  -12.57851,  756.31971,   34.94174,    1.00000,    1.00000,    0.00000, 
   0.18000,   16.36005,  -12.99181,    0.41149,  -12.58032,  795.85833,   19.32849,    1.00000,    1.00000,    0.00000, 
   0.19000,   16.36005,  -13.01412,    0.43144,  -12.58268,  834.45055,    1.87501,    1.00000,    1.00000,    0.00000, 
   0.20000,   16.36005,  -13.00468,    0.42391,  -12.58077,  819.88124,   15.71051,    1.00000,    1.00000,    0.00000, 
   0.21000,   16.36005,  -12.98755,    0.40833,  -12.57922,  789.74186,   29.44978,    1.00000,    1.00000,    0.00000, 
   0.22000,   16.36005,  -12.98521,    0.40426,  -12.58095,  781.87965,   24.73623,    1.00000,    1.00000,    0.00000, 
   0.23000,   16.36005,  -12.97553,    0.39470,  -12.58083,  763.39103,   31.65518,    1.00000,    1.00000,    0.00000, 
   0.24000,   16.36005,  -12.95578,    0.37652,  -12.57926,  728.21481,   48.03645,    1.00000,    1.00000,    0.00000, 
   0.25000,   16.36005,  -12.94745,    0.36887,  -12.57858,  713.42549,   51.44686,    1.00000,    1.00000,    0.00000, 
   0.26000,   16.36005,  -12.95988,    0.37992,  -12.57996,  734.79910,   39.45846,    1.00000,    1.00000,    0.00000, 
   0.27000,   16.36005,  -12.97550,    0.39547,  -12.58003,  764.87594,   30.32154,    1.00000,    1.00000,    0.00000, 
   0.28000,   16.36005,  -12.98798,    0.40772,  -12.58026,  788.56262,   19.59241,    1.00000,    1.00000,    0.00000, 
   0.29000,   16.36005,  -12.99485,    0.41435,  -12.58050,  801.39729,    8.88413,    1.00000,    1.00000,    0.00000, 
   0.30000,   16.36005,  -12.99596,    0.41580,  -12.58016,  804.20064,    5.37868,    1.00000,    1.00000,    0.00000, 
   0.31000,   16.36005,  -12.99559,    0.41504,  -12.58054,  802.73218,    9.46000,    1.00000,    1.00000,    0.00000, 
   0.32000,   16.36005,  -12.98869,    0.40727,  -12.58142,  787.69340,   18.78965,    1.00000,    1.00000,    0.00000, 
   0.33000,   16.36005,  -12.96722,    0.38778,  -12.57944,  749.99538,   43.75295,    1.00000,    1.00000,    0.00000, 
   0.34000,   16.36005,  -12.96185,    0.38415,  -12.57770,  742.97383,   46.17718,    1.00000,    1.00000,    0.00000, 
   0.35000,   16.36005,  -12.99264,    0.41088,  -12.58175,  794.68475,   16.34025,    1.00000,    1.00000,    0.00000, 
   0.36000,   16.36005,  -13.00799,    0.42547,  -12.58253,  822.88746,   -1.61728,    1.00000,    1.00000,    0.00000, 
   0.37000,   16.36005,  -12.99269,    0.41315,  -12.57954,  799.06044,    8.48753,    1.00000,    1.00000,    0.00000, 
   0.38000,   16.36005,  -12.98651,    0.40749,  -12.57902,  788.11374,    9.05642,    1.00000,    1.00000,    0.00000, 
   0.39000,   16.36005,  -13.00159,    0.42132,  -12.58027,  814.86865,   -4.23242,    1.00000,    1.00000,    0.00000, 
   0.40000,   16.36005,  -13.01742,    0.43587,  -12.58155,  843.01635,  -15.45560,    1.00000,    1.00000,    0.00000, 
   0.41000,   16.36005,  -13.01262,    0.43099,  -12.58163,  833.57758,   -9.45019,    1.00000,    1.00000,    0.00000, 
   0.42000,   16.36005,  -12.98554,    0.40536,  -12.58018,  784.00713,   13.93206,    1.00000,    1.00000,    0.00000, 
   0.43000,   16.36005,  -12.95773,    0.37890,  -12.57882,  732.82963,   46.44621,    1.00000,    1.00000,    0.00000, 
   0.44000,   16.36005,  -12.94933,    0.37077,  -12.57855,  717.11038,   58.24173,    1.00000,    1.00000,    0.00000, 
