   0.00001,    4.05000,  -12.67870,    0.00000,  -12.67870,    0.00053,    0.02582, 
   0.00002,    4.05000,  -12.67870,    0.00000,  -12.67870,    0.00211,    0.02582, 
   0.00003,    4.05000,  -12.67870,    0.00000,  -12.67870,    0.00475,    0.02582, 
   0.00004,    4.05000,  -12.67871,    0.00000,  -12.67870,    0.00845,    0.02582, 
   0.00005,    4.05000,  -12.67871,    0.00001,  -12.67870,    0.01320,    0.02582, 
   0.00006,    4.05000,  -12.67871,    0.00001,  -12.67870,    0.01900,    0.02582, 
   0.00007,    4.05000,  -12.67872,    0.00001,  -12.67870,    0.02586,    0.02582, 
   0.00008,    4.05000,  -12.67872,    0.00002,  -12.67870,    0.03378,    0.02581, 
   0.00009,    4.05000,  -12.67872,    0.00002,  -12.67870,    0.04275,    0.02581, 
   0.00010,    4.05000,  -12.67873,    0.00003,  -12.67870,    0.05278,    0.02581, 
   0.00011,    4.05000,  -12.67873,    0.00003,  -12.67870,    0.06386,    0.02581, 
   0.00012,    4.05000,  -12.67874,    0.00004,  -12.67870,    0.07600,    0.02581, 
   0.00013,    4.05000,  -12.67875,    0.00005,  -12.67870,    0.08920,    0.02581, 
   0.00014,    4.05000,  -12.67875,    0.00005,  -12.67870,    0.10345,    0.02581, 
   0.00015,    4.05000,  -12.67876,    0.00006,  -12.67870,    0.11875,    0.02581, 
   0.00016,    4.05000,  -12.67877,    0.00007,  -12.67870,    0.13511,    0.02581, 
   0.00017,    4.05000,  -12.67878,    0.00008,  -12.67870,    0.15253,    0.02581, 
   0.00018,    4.05000,  -12.67879,    0.00009,  -12.67870,    0.17100,    0.02581, 
   0.00019,    4.05000,  -12.67880,    0.00010,  -12.67870,    0.19053,    0.02581, 
   0.00020,    4.05000,  -12.67881,    0.00011,  -12.67870,    0.21111,    0.02581, 
   0.00021,    4.05000,  -12.67882,    0.00012,  -12.67870,    0.23275,    0.02581, 
   0.00022,    4.05000,  -12.67883,    0.00013,  -12.67870,    0.25544,    0.02581, 
   0.00023,    4.05000,  -12.67885,    0.00014,  -12.67870,    0.27919,    0.02581, 
   0.00024,    4.05000,  -12.67886,    0.00016,  -12.67870,    0.30399,    0.02581, 
   0.00025,    4.05000,  -12.67887,    0.00017,  -12.67870,    0.32984,    0.02581, 
   0.00026,    4.05000,  -12.67889,    0.00018,  -12.67870,    0.35676,    0.02581, 
   0.00027,    4.05000,  -12.67890,    0.00020,  -12.67870,    0.38472,    0.02581, 
   0.00028,    4.05000,  -12.67891,    0.00021,  -12.67870,    0.41374,    0.02581, 
   0.00029,    4.05000,  -12.67893,    0.00023,  -12.67870,    0.44382,    0.02581, 
   0.00030,    4.05000,  -12.67895,    0.00025,  -12.67870,    0.47495,    0.02581, 
   0.00031,    4.05000,  -12.67896,    0.00026,  -12.67870,    0.50714,    0.02581, 
   0.00032,    4.05000,  -12.67898,    0.00028,  -12.67870,    0.54037,    0.02581, 
   0.00033,    4.05000,  -12.67900,    0.00030,  -12.67870,    0.57467,    0.02581, 
   0.00034,    4.05000,  -12.67902,    0.00032,  -12.67870,    0.61002,    0.02581, 
   0.00035,    4.05000,  -12.67904,    0.00033,  -12.67870,    0.64642,    0.02580, 
   0.00036,    4.05000,  -12.67905,    0.00035,  -12.67870,    0.68387,    0.02580, 
   0.00037,    4.05000,  -12.67907,    0.00037,  -12.67870,    0.72239,    0.02580, 
   0.00038,    4.05000,  -12.67909,    0.00039,  -12.67870,    0.76195,    0.02580, 
   0.00039,    4.05000,  -12.67912,    0.00041,  -12.67870,    0.80257,    0.02580, 
   0.00040,    4.05000,  -12.67914,    0.00044,  -12.67870,    0.84424,    0.02580, 
   0.00041,    4.05000,  -12.67916,    0.00046,  -12.67870,    0.88696,    0.02580, 
   0.00042,    4.05000,  -12.67918,    0.00048,  -12.67870,    0.93074,    0.02580, 
   0.00043,    4.05000,  -12.67921,    0.00050,  -12.67870,    0.97557,    0.02580, 
   0.00044,    4.05000,  -12.67923,    0.00053,  -12.67870,    1.02146,    0.02580, 
   0.00045,    4.05000,  -12.67925,    0.00055,  -12.67870,    1.06840,    0.02580, 
   0.00046,    4.05000,  -12.67928,    0.00058,  -12.67870,    1.11639,    0.02580, 
   0.00047,    4.05000,  -12.67930,    0.00060,  -12.67870,    1.16544,    0.02580, 
   0.00048,    4.05000,  -12.67933,    0.00063,  -12.67870,    1.21553,    0.02580, 
   0.00049,    4.05000,  -12.67936,    0.00065,  -12.67870,    1.26668,    0.02579, 
   0.00050,    4.05000,  -12.67938,    0.00068,  -12.67870,    1.31889,    0.02579, 
   0.00051,    4.05000,  -12.67941,    0.00071,  -12.67870,    1.37214,    0.02579, 
   0.00052,    4.05000,  -12.67944,    0.00074,  -12.67870,    1.42645,    0.02579, 
   0.00053,    4.05000,  -12.67947,    0.00077,  -12.67870,    1.48181,    0.02579, 
   0.00054,    4.05000,  -12.67950,    0.00080,  -12.67870,    1.53822,    0.02579, 
   0.00055,    4.05000,  -12.67953,    0.00083,  -12.67870,    1.59568,    0.02579, 
   0.00056,    4.05000,  -12.67956,    0.00086,  -12.67870,    1.65420,    0.02579, 
   0.00057,    4.05000,  -12.67959,    0.00089,  -12.67870,    1.71377,    0.02579, 
   0.00058,    4.05000,  -12.67962,    0.00092,  -12.67870,    1.77439,    0.02579, 
   0.00059,    4.05000,  -12.67965,    0.00095,  -12.67870,    1.83606,    0.02578, 
   0.00060,    4.05000,  -12.67968,    0.00098,  -12.67870,    1.89878,    0.02578, 
   0.00061,    4.05000,  -12.67972,    0.00101,  -12.67870,    1.96255,    0.02578, 
   0.00062,    4.05000,  -12.67975,    0.00105,  -12.67870,    2.02737,    0.02578, 
   0.00063,    4.05000,  -12.67978,    0.00108,  -12.67870,    2.09325,    0.02578, 
   0.00064,    4.05000,  -12.67982,    0.00112,  -12.67870,    2.16017,    0.02578, 
   0.00065,    4.05000,  -12.67985,    0.00115,  -12.67870,    2.22815,    0.02578, 
   0.00066,    4.05000,  -12.67989,    0.00119,  -12.67870,    2.29718,    0.02578, 
   0.00067,    4.05000,  -12.67993,    0.00122,  -12.67870,    2.36725,    0.02578, 
   0.00068,    4.05000,  -12.67996,    0.00126,  -12.67870,    2.43838,    0.02577, 
   0.00069,    4.05000,  -12.68000,    0.00130,  -12.67870,    2.51055,    0.02577, 
   0.00070,    4.05000,  -12.68004,    0.00134,  -12.67870,    2.58378,    0.02577, 
   0.00071,    4.05000,  -12.68008,    0.00137,  -12.67870,    2.65805,    0.02577, 
   0.00072,    4.05000,  -12.68012,    0.00141,  -12.67870,    2.73338,    0.02577, 
   0.00073,    4.05000,  -12.68015,    0.00145,  -12.67870,    2.80975,    0.02577, 
   0.00074,    4.05000,  -12.68019,    0.00149,  -12.67870,    2.88717,    0.02577, 
   0.00075,    4.05000,  -12.68024,    0.00153,  -12.67870,    2.96564,    0.02577, 
   0.00076,    4.05000,  -12.68028,    0.00157,  -12.67870,    3.04516,    0.02576, 
   0.00077,    4.05000,  -12.68032,    0.00162,  -12.67870,    3.12573,    0.02576, 
   0.00078,    4.05000,  -12.68036,    0.00166,  -12.67870,    3.20735,    0.02576, 
   0.00079,    4.05000,  -12.68040,    0.00170,  -12.67870,    3.29001,    0.02576, 
   0.00080,    4.05000,  -12.68045,    0.00174,  -12.67870,    3.37372,    0.02576, 
   0.00081,    4.05000,  -12.68049,    0.00179,  -12.67870,    3.45848,    0.02576, 
   0.00082,    4.05000,  -12.68053,    0.00183,  -12.67870,    3.54429,    0.02576, 
   0.00083,    4.05000,  -12.68058,    0.00188,  -12.67870,    3.63114,    0.02575, 
   0.00084,    4.05000,  -12.68062,    0.00192,  -12.67870,    3.71904,    0.02575, 
   0.00085,    4.05000,  -12.68067,    0.00197,  -12.67870,    3.80799,    0.02575, 
   0.00086,    4.05000,  -12.68072,    0.00202,  -12.67870,    3.89798,    0.02575, 
   0.00087,    4.05000,  -12.68076,    0.00206,  -12.67870,    3.98902,    0.02575, 
   0.00088,    4.05000,  -12.68081,    0.00211,  -12.67870,    4.08111,    0.02575, 
   0.00089,    4.05000,  -12.68086,    0.00216,  -12.67870,    4.17424,    0.02575, 
   0.00090,    4.05000,  -12.68091,    0.00221,  -12.67870,    4.26842,    0.02574, 
   0.00091,    4.05000,  -12.68096,    0.00226,  -12.67870,    4.36364,    0.02574, 
   0.00092,    4.05000,  -12.68101,    0.00231,  -12.67870,    4.45991,    0.02574, 
   0.00093,    4.05000,  -12.68106,    0.00236,  -12.67870,    4.55722,    0.02574, 
   0.00094,    4.05000,  -12.68111,    0.00241,  -12.67870,    4.65558,    0.02574, 
   0.00095,    4.05000,  -12.68116,    0.00246,  -12.67870,    4.75498,    0.02574, 
   0.00096,    4.05000,  -12.68121,    0.00251,  -12.67870,    4.85543,    0.02573, 
   0.00097,    4.05000,  -12.68126,    0.00256,  -12.67870,    4.95692,    0.02573, 
   0.00098,    4.05000,  -12.68132,    0.00262,  -12.67870,    5.05945,    0.02573, 
   0.00099,    4.05000,  -12.68137,    0.00267,  -12.67870,    5.16303,    0.02573, 
   0.00100,    4.05000,  -12.68143,    0.00272,  -12.67870,    5.26765,    0.02573, 
   0.00101,    4.05000,  -12.68148,    0.00278,  -12.67870,    5.37332,    0.02573, 
   0.00102,    4.05000,  -12.68154,    0.00283,  -12.67870,    5.48002,    0.02572, 
   0.00103,    4.05000,  -12.68159,    0.00289,  -12.67870,    5.58777,    0.02572, 
   0.00104,    4.05000,  -12.68165,    0.00295,  -12.67870,    5.69657,    0.02572, 
   0.00105,    4.05000,  -12.68171,    0.00300,  -12.67871,    5.80640,    0.02572, 
   0.00106,    4.05000,  -12.68176,    0.00306,  -12.67871,    5.91727,    0.02572, 
   0.00107,    4.05000,  -12.68182,    0.00312,  -12.67871,    6.02919,    0.02571, 
   0.00108,    4.05000,  -12.68188,    0.00318,  -12.67871,    6.14215,    0.02571, 
   0.00109,    4.05000,  -12.68194,    0.00323,  -12.67871,    6.25615,    0.02571, 
   0.00110,    4.05000,  -12.68200,    0.00329,  -12.67871,    6.37119,    0.02571, 
   0.00111,    4.05000,  -12.68206,    0.00335,  -12.67871,    6.48727,    0.02571, 
   0.00112,    4.05000,  -12.68212,    0.00341,  -12.67871,    6.60439,    0.02570, 
   0.00113,    4.05000,  -12.68218,    0.00348,  -12.67871,    6.72255,    0.02570, 
