  50.00000,   -2.86554,    0.44039,    0.14142,   -0.02259 
   1.00000,   -2.87727,    0.16289,    1.00000,   -0.06289 
   2.00000,   -2.84867,    0.16211,    0.70711,    0.00110 
   3.00000,   -2.87137,    0.15427,    0.57735,    0.01359 
   4.00000,   -2.86733,    0.20362,    0.50000,   -0.09871 
   5.00000,   -2.86620,    0.27212,    0.44721,   -0.15317 
   6.00000,   -2.85126,    0.25704,    0.40825,    0.03693 
   7.00000,   -2.84181,    0.27655,    0.37796,   -0.05159 
   8.00000,   -2.87201,    0.31109,    0.35355,   -0.09770 
   9.00000,   -2.85966,    0.33040,    0.33333,   -0.05794 
  10.00000,   -2.86309,    0.35382,    0.31623,   -0.07404 
  11.00000,   -2.88116,    0.35276,    0.30151,    0.00349 
  12.00000,   -2.88009,    0.35790,    0.28868,   -0.01778 
  13.00000,   -2.84864,    0.36971,    0.27735,   -0.04261 
  14.00000,   -2.83065,    0.36928,    0.26726,    0.00163 
  15.00000,   -2.81871,    0.35651,    0.25820,    0.04946 
  16.00000,   -2.84136,    0.35138,    0.25000,    0.02052 
  17.00000,   -2.84680,    0.35792,    0.24254,   -0.02696 
  18.00000,   -2.84864,    0.36796,    0.23570,   -0.04261 
  19.00000,   -2.83751,    0.33595,    0.22942,    0.13954 
  20.00000,   -2.84428,    0.34284,    0.22361,   -0.03081 
  21.00000,   -2.87437,    0.36650,    0.21822,   -0.10844 
  22.00000,   -2.81096,    0.36200,    0.21320,    0.02112 
  23.00000,   -2.87514,    0.36777,    0.20851,   -0.02767 
  24.00000,   -2.84314,    0.38675,    0.20412,   -0.09299 
  25.00000,   -2.84735,    0.41332,    0.20000,   -0.13283 
  26.00000,   -2.87089,    0.41479,    0.19612,   -0.00753 
  27.00000,   -2.84315,    0.40934,    0.19245,    0.02835 
  28.00000,   -2.87737,    0.41779,    0.18898,   -0.04472 
  29.00000,   -2.84589,    0.41511,    0.18570,    0.01440 
  30.00000,   -2.81570,    0.40538,    0.18257,    0.05331 
  31.00000,   -2.84417,    0.41102,    0.17961,   -0.03142 
  32.00000,   -2.92769,    0.43196,    0.17678,   -0.11840 
  33.00000,   -2.85769,    0.43330,    0.17408,   -0.00775 
  34.00000,   -2.82903,    0.43213,    0.17150,    0.00684 
  35.00000,   -2.85958,    0.43265,    0.16903,   -0.00307 
  36.00000,   -2.85743,    0.43203,    0.16667,    0.00370 
  37.00000,   -2.84978,    0.44169,    0.16440,   -0.05873 
  38.00000,   -2.82746,    0.43734,    0.16222,    0.02680 
  39.00000,   -2.81977,    0.42795,    0.16013,    0.05864 
  40.00000,   -2.83703,    0.43057,    0.15811,   -0.01656 
  41.00000,   -2.90113,    0.43068,    0.15617,   -0.00067 
  42.00000,   -2.82859,    0.42684,    0.15430,    0.02485 
  43.00000,   -2.83093,    0.42844,    0.15250,   -0.01051 
  44.00000,   -2.83729,    0.43043,    0.15076,   -0.01315 
  45.00000,   -2.90113,    0.43052,    0.14907,   -0.00064 
  46.00000,   -2.90113,    0.43062,    0.14744,   -0.00066 
  47.00000,   -2.90113,    0.43072,    0.14586,   -0.00067 
  48.00000,   -2.82859,    0.42713,    0.14434,    0.02484 
  49.00000,   -2.86802,    0.43719,    0.14286,   -0.07044 
  50.00000,   -2.86554,    0.44039,    0.14142,   -0.02259 
