  -0.01255,    0.04507,    0.02320
  -0.00268,    0.01067,   -0.01120
  -0.04687,    0.04729,   -0.00109
  -0.03178,    0.00293,    0.02111
   0.01207,   -0.04699,    0.07033
  -0.00750,   -0.04451,    0.06353
  -0.00750,   -0.04451,    0.06353
  -0.02087,   -0.04891,    0.09204
  -0.03262,   -0.00058,    0.08872
   0.00337,    0.01745,    0.08377
   0.04826,    0.06401,    0.11461
  -0.00014,    0.03710,    0.08871
   0.01818,    0.04810,    0.12203
   0.05912,    0.02398,    0.13828
   0.05163,   -0.00523,    0.14505
   0.05163,   -0.00523,    0.14505
   0.09430,    0.01750,    0.12771
   0.06390,   -0.02798,    0.11024
   0.05276,   -0.05084,    0.14311
   0.09929,   -0.04014,    0.12071
   0.09929,   -0.04014,    0.12071
   0.08878,   -0.06079,    0.07212
   0.05866,   -0.03966,    0.10114
   0.05866,   -0.03966,    0.10114
   0.09497,   -0.02733,    0.08423
   0.08205,   -0.01044,    0.10082
   0.09118,   -0.03297,    0.10695
   0.05314,   -0.01165,    0.13302
   0.05927,    0.01545,    0.13240
   0.08034,   -0.02346,    0.12634
   0.03348,   -0.00982,    0.10777
   0.03434,    0.03094,    0.08270
   0.02538,    0.05649,    0.05558
  -0.01693,    0.03547,    0.02170
  -0.01693,    0.03547,    0.02170
  -0.02127,    0.00731,    0.01336
   0.01706,   -0.01025,   -0.02444
   0.00268,    0.03043,   -0.04722
  -0.00460,    0.06223,   -0.01115
  -0.03814,    0.06564,   -0.01267
  -0.07615,    0.04940,    0.03162
  -0.10428,    0.05521,    0.02201
  -0.05710,    0.10145,   -0.00281
  -0.05737,    0.08154,   -0.02433
  -0.10368,    0.09250,   -0.02406
  -0.15038,    0.07701,   -0.01063
  -0.18589,    0.07595,    0.03794
  -0.17662,    0.03404,    0.02490
  -0.17662,    0.03404,    0.02490
  -0.16327,    0.03761,   -0.01607
  -0.12974,    0.01969,   -0.04741
  -0.17566,    0.02878,   -0.02966
  -0.15454,    0.05973,   -0.04479
  -0.19493,    0.10378,   -0.05503
  -0.15125,    0.06754,   -0.07093
  -0.18991,    0.11001,   -0.03319
  -0.21705,    0.07750,    0.01502
  -0.21705,    0.07750,    0.01502
  -0.17733,    0.11754,    0.02833
  -0.19343,    0.10246,    0.05093
  -0.15372,    0.14117,    0.07892
  -0.13951,    0.09959,    0.04508
  -0.09966,    0.11023,   -0.00400
  -0.13951,    0.12658,   -0.05350
  -0.13951,    0.12658,   -0.05350
  -0.16708,    0.14780,   -0.07977
  -0.19920,    0.13444,   -0.05535
  -0.17711,    0.11525,   -0.05110
  -0.19034,    0.09177,   -0.07670
  -0.14245,    0.09044,   -0.03609
  -0.14901,    0.07545,   -0.02158
  -0.13211,    0.11187,   -0.04856
  -0.13219,    0.11907,   -0.02171
  -0.17783,    0.16852,   -0.02471
  -0.17783,    0.16852,   -0.02471
  -0.13500,    0.16134,    0.02195
  -0.08864,    0.19664,    0.00140
  -0.11955,    0.17349,   -0.00007
  -0.11387,    0.21711,    0.01953
  -0.10686,    0.17682,    0.03103
  -0.05786,    0.14083,    0.03286
  -0.02012,    0.16491,    0.05256
   0.00077,    0.17019,    0.03222
  -0.00725,    0.14581,    0.04337
  -0.04909,    0.09633,    0.05616
  -0.07966,    0.05343,    0.04584
  -0.04066,    0.03722,    0.03339
  -0.08127,    0.04505,   -0.01301
  -0.08127,    0.04505,   -0.01301
  -0.12822,   -0.00121,    0.01925
  -0.12451,   -0.01855,    0.05203
  -0.15293,   -0.00626,    0.01057
  -0.18349,   -0.01512,    0.03052
  -0.16088,    0.03246,    0.03215
  -0.17858,    0.06198,    0.00923
  -0.15418,    0.03707,   -0.02233
  -0.12058,    0.05666,   -0.03144
  -0.15325,    0.02231,   -0.05641
  -0.14833,    0.04377,   -0.04039
  -0.13450,    0.04544,   -0.02468
  -0.14093,    0.06844,   -0.06991
  -0.15534,    0.09423,   -0.11847
  -0.15534,    0.09423,   -0.11847
  -0.13497,    0.09164,   -0.15869
  -0.10428,    0.07627,   -0.16222
  -0.11443,    0.08786,   -0.14871
  -0.13834,    0.03939,   -0.10537
  -0.13824,    0.04333,   -0.08697
  -0.12665,    0.08772,   -0.04255
  -0.08993,    0.10136,   -0.01245
  -0.07221,    0.10869,   -0.04960
  -0.04109,    0.14076,   -0.03701
  -0.00905,    0.15591,   -0.06634
  -0.03165,    0.12736,   -0.07861
  -0.07221,    0.14567,   -0.12149
  -0.08367,    0.16383,   -0.13743
  -0.10548,    0.12564,   -0.11776
  -0.09259,    0.16339,   -0.09425
  -0.04583,    0.16819,   -0.10190
  -0.01515,    0.21724,   -0.11064
  -0.04015,    0.22529,   -0.07393
  -0.00431,    0.21819,   -0.04884
   0.02115,    0.17850,   -0.00859
   0.02167,    0.21115,   -0.02658
  -0.01833,    0.16650,    0.01927
  -0.05920,    0.14843,    0.06428
  -0.06095,    0.14773,    0.02261
  -0.10178,    0.15798,    0.02798
  -0.07654,    0.18713,    0.05694
  -0.11742,    0.18658,    0.01269
  -0.16183,    0.21028,    0.01729
  -0.20013,    0.17458,    0.04344
  -0.16344,    0.20843,    0.03605
  -0.20616,    0.24061,    0.05667
  -0.20483,    0.21394,    0.06480
  -0.20483,    0.21394,    0.06480
  -0.19564,    0.19896,    0.08562
  -0.19747,    0.18676,    0.10613
  -0.22260,    0.16978,    0.09957
  -0.24723,    0.16030,    0.10672
  -0.22314,    0.18702,    0.13900
  -0.19853,    0.19536,    0.18522
  -0.20076,    0.15365,    0.18805
  -0.20713,    0.18386,    0.23584
  -0.20713,    0.18386,    0.23584
  -0.16521,    0.15916,    0.25538
  -0.16290,    0.17210,    0.27496
  -0.11332,    0.19179,    0.26338
  -0.08961,    0.23332,    0.30925
  -0.05059,    0.22888,    0.32126
  -0.08362,    0.24357,    0.31009
  -0.08362,    0.24357,    0.31009
  -0.08829,    0.19680,    0.28807
  -0.09717,    0.20708,    0.26516
  -0.13385,    0.16470,    0.30921
  -0.11128,    0.17604,    0.30104
  -0.06801,    0.21264,    0.25556
  -0.06801,    0.21264,    0.25556
  -0.01948,    0.20032,    0.28052
   0.02751,    0.23453,    0.31435
   0.02438,    0.22601,    0.29169
  -0.01808,    0.24518,    0.29513
   0.00691,    0.28650,    0.30364
   0.05138,    0.32146,    0.27838
   0.02189,    0.29661,    0.25585
  -0.00739,    0.33443,    0.28155
  -0.02157,    0.29579,    0.29871
  -0.02395,    0.32892,    0.27948
  -0.01876,    0.33502,    0.31715
  -0.00977,    0.33302,    0.30920
   0.00227,    0.35343,    0.28050
   0.01399,    0.40148,    0.29131
   0.00322,    0.39522,    0.33172
   0.00796,    0.39031,    0.37277
   0.02017,    0.42655,    0.41772
   0.01610,    0.46076,    0.44462
   0.01202,    0.50876,    0.44388
  -0.01707,    0.51673,    0.42803
  -0.01334,    0.51274,    0.43651
  -0.04946,    0.52683,    0.40470
  -0.04946,    0.52683,    0.40470
  -0.08223,    0.49606,    0.35879
  -0.11533,    0.47392,    0.32649
  -0.15646,    0.43598,    0.32256
  -0.18583,    0.42241,    0.32291
  -0.20367,    0.38164,    0.32102
  -0.18489,    0.38280,    0.28672
  -0.19717,    0.33306,    0.32355
  -0.17234,    0.30151,    0.29448
  -0.18529,    0.29996,    0.30631
  -0.18217,    0.32202,    0.26254
  -0.21739,    0.28533,    0.28126
  -0.21622,    0.28854,    0.24198
  -0.23081,    0.27826,    0.20246
  -0.20707,    0.24648,    0.20886
  -0.17300,    0.20540,    0.21239
  -0.19968,    0.18970,    0.20979
  -0.21417,    0.20458,    0.20775
  -0.20575,    0.22826,    0.21352
  -0.21258,    0.19102,    0.19190
  -0.22627,    0.20561,    0.19898
  -0.24066,    0.25426,    0.20956
  -0.28991,    0.22680,    0.19609
  -0.32384,    0.19545,    0.17460
  -0.36828,    0.22968,    0.12976
  -0.37724,    0.27792,    0.09097
  -0.38745,    0.32487,    0.12752
  -0.35574,    0.30066,    0.09461
  -0.33888,    0.34360,    0.10028
  -0.34122,    0.37746,    0.07079
  -0.29442,    0.39855,    0.04074
  -0.27079,    0.40153,    0.06147
  -0.29193,    0.40966,    0.02690
  -0.30987,    0.41905,    0.01383
  -0.34642,    0.37538,    0.06282
  -0.36419,    0.40637,    0.03829
  -0.41392,    0.36804,    0.03560
  -0.42273,    0.35293,    0.07856
  -0.42273,    0.35293,    0.07856
  -0.37890,    0.32105,    0.03520
  -0.35479,    0.32850,    0.06939
  -0.32199,    0.35355,    0.09934
  -0.35557,    0.38501,    0.11586
  -0.31478,    0.36663,    0.12469
  -0.29648,    0.36182,    0.14607
  -0.25651,    0.37423,    0.15005
  -0.25624,    0.34745,    0.19001
  -0.25306,    0.30411,    0.16291
  -0.24877,    0.29727,    0.14619
  -0.22572,    0.31664,    0.11286
  -0.21371,    0.31999,    0.15225
  -0.18485,    0.28515,    0.13342
  -0.21000,    0.30955,    0.08678
  -0.18859,    0.30895,    0.11224
  -0.22830,    0.31259,    0.10012
  -0.26555,    0.30232,    0.12985
  -0.26692,    0.29322,    0.15704
  -0.31570,    0.30306,    0.16359
  -0.34052,    0.28763,    0.13175
  -0.35627,    0.26037,    0.12411
  -0.31154,    0.22570,    0.13273
  -0.31095,    0.23685,    0.08455
  -0.30165,    0.19707,    0.12642
  -0.25940,    0.21779,    0.09167
  -0.25177,    0.22846,    0.08409
  -0.22813,    0.27190,    0.12664
  -0.26585,    0.24549,    0.09320
  -0.29722,    0.27924,    0.07641
  -0.29533,    0.28837,    0.06631
  -0.33986,    0.27189,    0.09660
  -0.32948,    0.23331,    0.08805
  -0.29313,    0.27561,    0.08462
  -0.29505,    0.31746,    0.09332
  -0.29980,    0.28154,    0.06096
  -0.29997,    0.27343,    0.10245
  -0.27192,    0.25119,    0.07446
  -0.30065,    0.25271,    0.12201
  -0.33578,    0.24417,    0.08055
  -0.28610,    0.24439,    0.09008
  -0.28610,    0.24439,    0.09008
  -0.30116,    0.24122,    0.10258
  -0.30395,    0.24770,    0.05915
  -0.27640,    0.24303,    0.06159
  -0.28232,    0.23310,    0.06756
  -0.32202,    0.21654,    0.02511
  -0.33469,    0.19362,    0.03951
  -0.34382,    0.14615,    0.00512
  -0.32222,    0.16205,   -0.04217
  -0.35002,    0.13515,   -0.02498
  -0.34052,    0.11908,   -0.01804
  -0.30177,    0.12475,    0.00405
  -0.27124,    0.17363,    0.01437
  -0.23822,    0.16334,    0.03117
  -0.26772,    0.14266,    0.07081
  -0.25440,    0.16625,    0.10562
  -0.29212,    0.20389,    0.11991
  -0.25285,    0.23564,    0.10409
  -0.27691,    0.22361,    0.11312
  -0.30010,    0.23602,    0.10407
  -0.30010,    0.23602,    0.10407
  -0.27374,    0.20003,    0.14091
  -0.22521,    0.19714,    0.10912
  -0.22673,    0.19839,    0.13329
  -0.21338,    0.17417,    0.09723
  -0.17989,    0.22262,    0.09980
  -0.16077,    0.24093,    0.13205
  -0.19899,    0.24859,    0.10946
  -0.19357,    0.26373,    0.14243
  -0.23292,    0.22773,    0.11880
  -0.19553,    0.23747,    0.12885
  -0.19610,    0.24480,    0.16267
  -0.20566,    0.27189,    0.15487
  -0.22027,    0.31775,    0.12331
  -0.26124,    0.34485,    0.08013
  -0.28237,    0.33042,    0.10204
  -0.30266,    0.33706,    0.09964
  -0.28629,    0.38074,    0.12290
  -0.30930,    0.38473,    0.08910
  -0.35416,    0.38436,    0.09878
  -0.37073,    0.41145,    0.05944
  -0.38558,    0.40273,    0.07994
  -0.39210,    0.37737,    0.11185
  -0.44186,    0.42414,    0.06237
  -0.45577,    0.38330,    0.10410
  -0.49208,    0.42833,    0.09870
  -0.53341,    0.47414,    0.12454
  -0.50276,    0.49002,    0.14377
  -0.46784,    0.46499,    0.14271
  -0.49572,    0.51376,    0.18712
  -0.54130,    0.52258,    0.23705
  -0.53451,    0.56413,    0.19045
  -0.51476,    0.54387,    0.23289
  -0.46766,    0.58829,    0.23031
  -0.43145,    0.62275,    0.21222
  -0.39856,    0.57645,    0.22185
  -0.42556,    0.53850,    0.17954
  -0.40593,    0.52249,    0.20202
  -0.44940,    0.50402,    0.20597
  -0.42032,    0.48590,    0.21856
  -0.38173,    0.49748,    0.19185
  -0.42929,    0.53449,    0.14398
  -0.39182,    0.53739,    0.18789
  -0.43481,    0.48833,    0.14315
  -0.44462,    0.48632,    0.15591
  -0.40725,    0.53473,    0.18273
  -0.41548,    0.52687,    0.20649
  -0.46514,    0.52360,    0.18619
  -0.48551,    0.49696,    0.14040
  -0.53372,    0.54573,    0.13318
  -0.54456,    0.50817,    0.17882
  -0.51592,    0.46712,    0.17058
  -0.47801,    0.51159,    0.16732
  -0.42909,    0.53592,    0.12382
  -0.43894,    0.56971,    0.09687
  -0.43767,    0.54277,    0.06453
  -0.46562,    0.51142,    0.09248
  -0.48061,    0.46720,    0.13939
  -0.44223,    0.50998,    0.18889
  -0.44223,    0.50998,    0.18889
  -0.47684,    0.54156,    0.16133
  -0.45205,    0.49505,    0.20082
  -0.41604,    0.49079,    0.18994
  -0.43874,    0.48846,    0.14438
  -0.40253,    0.51941,    0.15990
  -0.37901,    0.49755,    0.13517
  -0.42850,    0.51712,    0.09004
  -0.47040,    0.48914,    0.10837
  -0.42125,    0.44529,    0.14666
  -0.41964,    0.48594,    0.15379
  -0.40184,    0.49251,    0.13050
  -0.39971,    0.52933,    0.10502
  -0.36298,    0.55017,    0.13872
  -0.34324,    0.56818,    0.15059
  -0.37431,    0.60634,    0.19672
  -0.42139,    0.63893,    0.15960
  -0.44853,    0.67980,    0.10972
  -0.41531,    0.68054,    0.06036
  -0.43661,    0.69224,    0.10847
  -0.47503,    0.67991,    0.05938
  -0.44316,    0.64275,    0.03772
  -0.49131,    0.63597,    0.07173
  -0.50210,    0.60392,    0.09710
  -0.47322,    0.57130,    0.12418
  -0.42849,    0.53794,    0.15128
  -0.40763,    0.53529,    0.10707
  -0.45016,    0.57054,    0.15609
  -0.40327,    0.59550,    0.11910
  -0.37745,    0.54796,    0.07131
  -0.39509,    0.54682,    0.09835
  -0.37676,    0.54141,    0.07571
  -0.32705,    0.53403,    0.07085
  -0.32434,    0.56662,    0.05069
  -0.29035,    0.59391,    0.02369
  -0.31302,    0.63899,   -0.01120
  -0.31302,    0.63899,   -0.01120
  -0.32326,    0.61641,    0.03720
  -0.33233,    0.65582,    0.01019
  -0.36229,    0.69264,    0.03169
  -0.32586,    0.68996,    0.07850
  -0.35730,    0.72682,    0.10616
  -0.36194,    0.72986,    0.05795
  -0.39881,    0.68311,    0.10004
  -0.43027,    0.67932,    0.05016
  -0.42043,    0.69005,    0.02491
  -0.41459,    0.66260,   -0.00900
  -0.39944,    0.64520,    0.00002
  -0.41840,    0.64072,   -0.04882
  -0.40036,    0.63027,   -0.00135
  -0.40036,    0.63027,   -0.00135
  -0.37237,    0.58423,   -0.00330
  -0.41188,    0.55844,    0.04537
  -0.46004,    0.55667,    0.01641
  -0.45408,    0.50765,   -0.00095
  -0.45231,    0.46644,   -0.01589
  -0.49899,    0.42430,   -0.02619
  -0.49899,    0.42430,   -0.02619
  -0.46684,    0.37841,   -0.00915
  -0.42169,    0.34084,    0.03047
  -0.41221,    0.35250,    0.04176
  -0.39130,    0.38959,    0.06317
  -0.36296,    0.40082,    0.06161
  -0.34688,    0.40612,    0.07136
  -0.35165,    0.42048,    0.07400
  -0.32849,    0.37864,    0.03003
  -0.35378,    0.34459,    0.06721
  -0.37088,    0.34161,    0.09164
  -0.34191,    0.35748,    0.09146
  -0.33637,    0.37940,    0.06430
  -0.28674,    0.42688,    0.07934
  -0.31678,    0.44491,    0.03656
  -0.31678,    0.44491,    0.03656
  -0.29407,    0.46918,    0.02911
  -0.30947,    0.45628,    0.07787
  -0.30514,    0.45768,    0.08668
  -0.28262,    0.45635,    0.12402
  -0.24255,    0.44852,    0.10170
  -0.26416,    0.43443,    0.09009
  -0.25100,    0.45775,    0.05324
  -0.26047,    0.46793,    0.06650
  -0.21333,    0.43603,    0.10194
  -0.21411,    0.41075,    0.13901
  -0.21958,    0.41223,    0.12493
  -0.26005,    0.42745,    0.10615
  -0.28424,    0.44312,    0.08867
  -0.27436,    0.43279,    0.06237
  -0.30090,    0.47116,    0.05657
  -0.29892,    0.45486,    0.08946
  -0.30583,    0.42973,    0.10118
  -0.28515,    0.39643,    0.06794
  -0.33149,    0.42007,    0.08432
  -0.30331,    0.44061,    0.07896
  -0.26648,    0.41119,    0.04015
  -0.26648,    0.41119,    0.04015
  -0.31131,    0.42520,    0.01262
  -0.26792,    0.40681,    0.01334
  -0.26792,    0.40681,    0.01334
  -0.24933,    0.35855,   -0.00435
  -0.20202,    0.36656,   -0.02892
  -0.20313,    0.38325,   -0.06496
  -0.25013,    0.36404,   -0.04449
  -0.22684,    0.33028,   -0.07566
  -0.20376,    0.29589,   -0.10220
  -0.15743,    0.27142,   -0.08604
  -0.10956,    0.25885,   -0.13428
  -0.09778,    0.29574,   -0.12722
  -0.13647,    0.32530,   -0.08536
  -0.16490,    0.34118,   -0.09597
  -0.15718,    0.32604,   -0.13004
  -0.14669,    0.30785,   -0.09340
  -0.09735,    0.33310,   -0.13435
  -0.07351,    0.37095,   -0.14393
  -0.03094,    0.36476,   -0.10380
  -0.00116,    0.35832,   -0.07201
  -0.03914,    0.36277,   -0.12144
  -0.05668,    0.34942,   -0.13182
  -0.06864,    0.35427,   -0.12217
  -0.06407,    0.34871,   -0.17070
  -0.05536,    0.31555,   -0.15645
  -0.02943,    0.31560,   -0.15221
  -0.02752,    0.31352,   -0.19965
  -0.06663,    0.27842,   -0.19698
  -0.09202,    0.27609,   -0.20755
  -0.06072,    0.29790,   -0.16200
  -0.02848,    0.29098,   -0.12232
  -0.07136,    0.33645,   -0.10685
  -0.11533,    0.37989,   -0.12169
  -0.14870,    0.39163,   -0.11938
  -0.13169,    0.43459,   -0.11616
  -0.15056,    0.44562,   -0.09454
  -0.17329,    0.43698,   -0.13235
  -0.21097,    0.47292,   -0.10238
  -0.19007,    0.43361,   -0.09564
  -0.21441,    0.47990,   -0.09729
  -0.18283,    0.46725,   -0.09464
  -0.22160,    0.41751,   -0.08084
  -0.18318,    0.39032,   -0.10964
  -0.17209,    0.38142,   -0.07565
  -0.13208,    0.36676,   -0.10196
  -0.10403,    0.34424,   -0.06970
  -0.11166,    0.36100,   -0.11015
  -0.14669,    0.35339,   -0.14485
  -0.17316,    0.39032,   -0.14756
  -0.21359,    0.34268,   -0.13336
  -0.20288,    0.34735,   -0.16017
  -0.21379,    0.35680,   -0.16049
  -0.16501,    0.32044,   -0.14098
  -0.17458,    0.31326,   -0.11922
  -0.15534,    0.36239,   -0.15638
  -0.14502,    0.34611,   -0.11583
  -0.11775,    0.32260,   -0.10130
  -0.10818,    0.31272,   -0.11460
  -0.12382,    0.32444,   -0.12036
  -0.09064,    0.34140,   -0.16337
  -0.07662,    0.31851,   -0.15409
  -0.07332,    0.30094,   -0.17079
  -0.05637,    0.35036,   -0.15460
  -0.00683,    0.34499,   -0.17125
   0.00122,    0.30387,   -0.12508
   0.01472,    0.32935,   -0.15803
  -0.02562,    0.32439,   -0.13242
  -0.02562,    0.32439,   -0.13242
  -0.03736,    0.28637,   -0.08500
  -0.08536,    0.31009,   -0.05814
  -0.05116,    0.31219,   -0.04578
  -0.05116,    0.31219,   -0.04578
  -0.05047,    0.27812,   -0.08947
  -0.08871,    0.25085,   -0.10530
  -0.10062,    0.23549,   -0.13140
  -0.09964,    0.26801,   -0.15343
  -0.08959,    0.26958,   -0.11149
  -0.08989,    0.31880,   -0.07634
  -0.08977,    0.30852,   -0.07237
  -0.10171,    0.34631,   -0.03557
  -0.13758,    0.31751,   -0.00369
  -0.15533,    0.26980,   -0.03831
  -0.15533,    0.26980,   -0.03831
  -0.12308,    0.23305,   -0.00211
  -0.08081,    0.23176,    0.00851
  -0.04787,    0.21351,    0.05379
  -0.01535,    0.23014,    0.01597
  -0.01753,    0.23075,   -0.01077
  -0.05953,    0.25843,   -0.04857
  -0.07835,    0.25904,   -0.05462
  -0.04321,    0.20907,   -0.10285
  -0.03295,    0.19555,   -0.11421
  -0.02651,    0.16473,   -0.14303
   0.02298,    0.12051,   -0.12353
   0.07135,    0.09443,   -0.15930
   0.09962,    0.07097,   -0.19152
   0.05585,    0.07191,   -0.14185
   0.08724,    0.08343,   -0.16123
   0.10282,    0.11823,   -0.13880
   0.14148,    0.11321,   -0.16934
   0.14403,    0.11137,   -0.20165
   0.17096,    0.06248,   -0.21003
   0.16281,    0.09151,   -0.20182
   0.18091,    0.06048,   -0.18992
   0.16326,    0.09391,   -0.17699
   0.13315,    0.05037,   -0.22273
   0.09412,    0.05517,   -0.22729
   0.12856,    0.01498,   -0.22847
   0.16502,   -0.01067,   -0.21330
   0.15261,   -0.02123,   -0.21735
   0.19823,   -0.05791,   -0.25714
   0.17977,   -0.03910,   -0.26338
   0.15771,    0.00393,   -0.28807
   0.15386,    0.01765,   -0.27213
   0.14887,   -0.00965,   -0.23320
   0.14887,   -0.00965,   -0.23320
   0.15009,    0.00837,   -0.27903
   0.17471,    0.02428,   -0.24882
   0.12593,    0.06993,   -0.22506
   0.11125,    0.04958,   -0.24009
   0.13872,    0.06572,   -0.27157
   0.12993,    0.07068,   -0.23852
   0.08680,    0.06311,   -0.28026
   0.13359,    0.04265,   -0.25334
   0.18119,    0.05939,   -0.30229
   0.19269,    0.08685,   -0.28790
   0.19572,    0.04105,   -0.24105
   0.22559,    0.02033,   -0.19306
   0.23578,    0.02857,   -0.16825
   0.26695,    0.04422,   -0.20544
   0.22803,    0.05407,   -0.24594
   0.22124,    0.04801,   -0.23465
   0.19862,    0.09084,   -0.21705
   0.19823,    0.04211,   -0.16781
   0.21537,    0.02381,   -0.12988
   0.19121,    0.02821,   -0.11627
   0.16332,    0.07605,   -0.09145
   0.16910,    0.04411,   -0.13607
   0.17360,    0.09257,   -0.09233
   0.12792,    0.05906,   -0.12916
   0.15052,    0.09083,   -0.15780
